tweet,irony
Happy birthday veere @YUVSTRONG12!! Enjoy your day! Khoob mazze karo! Wish you a wonderful year ahead! Love u brother from another mother!,no
Just enjoy the little things in life,yes
the twinnies are ready. Hi. ingat kayo.enjoy.. MAYWARD OnABSCBNXmasSpecial,no
"Enjoy the show, make some noise",no
Thanks for your love and appreciation. We hope you enjoy the #MotoM experience.,no
"Enjoy every moment you have. Because in life, there are no rewinds, only flashbacks.",no
yesterday gaming vid was so cute i loved that phil was asking dan is he really enjoy it it felt like he's sharing his childhood with dan,yes
"Stop chasing people. If they block you, cut off contact, ignore you… Let em go. Let those who naturally gravitate to you enjoy your energy.",no
Stay hungry and stay humble. Ignore the noise and enjoy the music found in the silence. Be yourself and make no excuses.,no
"you can be goth and enjoy ""radar"" by britney spears dont worry",no
Won't enjoy Christmas till Santa releases his tax returns.,no
just enjoy stanning vixx and be friends with more mature starlights,no
if we was close & you did me dirty it's charged to the game. im not going outta my way to get revenge. God got you. enjoy my absence tho!,no
Just a friendly reminder  Don't fight with online trolls because they will enjoy it. Keep calm & don't feed the troll!,no
i'm so good to the few people who i enjoy doing life with & i absolutely hate when my loyalty's questioned,no
"True love only comes once in a lifetime, so take it as it goes and enjoy every bit of it.",yes
"""Shawn lives at home with his parents, how much more humble do you want to get? I really enjoy his company he's a good guy"" - Niall on Shawn",no
"Find a bae, don't tell nobody, and enjoy your relationship in peace.",no
"Corunna Public Schools will be closed tomorrow, Tuesday, December 13. Childcare will be open Stay safe, stay warm and enjoy the day!",no
Single is not a status. It's a word that describes a person who is strong enough to live and enjoy life without depending on others.,no
i think one of my favorite feelings is laughing with someone and realizing half way through how much you enjoy them and their existence,no
Damn can people not enjoy things.,no
"A great relationship isn't when a perfect couple comes together, but an imperfect couple learns to enjoy their differences.",no
"Don't worry, your freedom fighters in east Aleppo will be given passage to Idlib. From there they can go from Turkey to Europe. Enjoy them.",no
Dan seems to really enjoy poking Phil,no
Do you enjoy both csgoroll and drakemoon videos and streams. Or do u prefer one?,no
Applebees 2 for $20 is a date. Mcdonald's $1 menu is a date. Stop worrying how much he is spending on you & enjoy the time you have w/ him,no
"Do you enjoy Christmas lights? Do you sing along when ""Don't Stop Believin"" plays at Davis Wade? If so, you're gonna love this!",no
just dipping some bacon into sriracha as I enjoy the latest Trevor Noah monologue :),no
tell me why guys always bitching about girls that wear makeup like just enjoy it dude they look sexy as fuck juST ENJOY IT,no
Introverts can have friends. We can be loud. We can enjoy ourselves in public lol. Just let me go back to my room when I'm done.,no
life is full of little ass moments. enjoy all the little shit cuz that shit adds up.,yes
working on my longform piece about how you can enjoy youtube hauls AND be a socialist please stay tuned,no
"If you do not enjoy what you are doing, you will never be good at it. -Luke Parker",no
The rumors are true - My interview on @nprfreshair is now live and yes I am dating Terry Gross. Enjoy.,no
We always enjoy visiting Nationwide Children's Hospital and meeting some great Buckeyes this time of year!!!,no
"I love baggy clothes so much, I enjoy being comfortable looking like a little boy.",yes
If y'all wanna date underage people then just date them and enjoy the jailtime. No one is about to debate the morality of it with you.,no
Students are not CHEATERS. They just enjoy having the same answers!,no
"My advice to Jets fans...it's been a tough year...don't worry about the draft...root for your team...and when they win, enjoy it",no
Am I the only person who enjoy's sitting on the toilet even when they aren't doing anything?,yes
I think October TOTM will be a fun episode & I'm enjoying working on it but it's gonna be a gruelling edit. Trynna just enjoy the process!,no
"Life is fucking short, go enjoy that shit",yes
I'm not checking grades until January 2nd. I need to enjoy Christmas and New Year's.,no
I guess I can finally cross this off my bucket list. Please enjoy my buzzfeed article :'),no
"Thanks RUSD, I really enjoy having my finals in January and leaving for break two days before Christmas",no
"liza's, quen's, lizquen fans, friends, enjoy the Christmas special tomorrow! represent us well, show them some love, and scream your  out!",no
DV is now closed. Enjoy your first snow day of the year! 12/12/16,no
i love you i do,no
The only enduring motive for prayer is that God is worthy to be sought. -Daniel Henderson,no
Denim love. So ganda and gwapo!!!,no
adopt me I'll love u forever,no
Don't nobody know real love anymore,no
i want to love and protect him and boop his cute small nose :(,no
"It's not hard to find someone who will tell you they love you, it's hard to find someone that means it.",no
no one deserves my love more than you do,no
Wow got off the plane to mad texts about if it's me with India Love. Y'all I have hand tattoos. Try again.,no
"Preston is annoying and insensitive and a jerk but he's also caring and protective and when he falls in love, that's it.",no
god i really love his hair it looks hella good on him,no
For the love of this fandom I will use this emoji tonight:,no
"You're the only one I wish I could forget, and the only one I'd love to not forgive.",yes
I love Google,no
"Fall in love when you're ready, not when you're lonely.",yes
"I love when people say I smell good, like that's the best compliment ever in life.",no
"When I tell you I love you, I'm not saying it out of habit. I'm reminding you that you are my life.",yes
hate being taken for granted. love being taken for pizza tho.,no
"""You know you're in love when you don't want to fall asleep because reality is finally better than your dreams.""",no
I love how jadines at araneta have jadine maharot pics blown up. We are very well represented.,no
Spread the love and unity!,no
"so many years of education, yet nobody taught us how to love ourselves.",no
"i love my relationship, i adore my boyfriend, and lastly i cherish every moment we spend together.",no
The person you adore texting you > hundreds of likes,no
75. Victoria. A fashion icon. Adore her to death. Can make a potato sack look good. She's crazy flexible and talented.,no
"i crave the most innocent parts of a relationship. like holding hands, forehead kisses and being able to tell someone how much i adore them",no
"If a man cries showing his true emotions to someone/something, I think it is so manly and I adore it. Its not pussy shit to me idc",yes
